iter	RMSE
725	0.00227479465
726	0.002264671065
727	0.002250449516
728	0.002242558227
729	0.002239735825
730	0.002226575246
731	0.002210735936
732	0.002195247849
733	0.002190056746
734	0.00216565008
735	0.002146876089
736	0.002128229253
737	0.002112923873
738	0.002103988185
739	0.002093470494
740	0.002075383474
741	0.002070462207
742	0.0020669762
743	0.002051877151
744	0.002044231091
745	0.002030322963
746	0.002010053204
747	0.002003410781
748	0.001995480541
749	0.001988008798
750	0.00198562297
751	0.001981232549
752	0.001963447953
753	0.00196042057
754	0.001947176774
755	0.001934970786
756	0.001926663136
757	0.001922255312
758	0.001906024972
759	0.001893919583
760	0.001891746869
761	0.001885658105
762	0.001880542405
763	0.001879144696
764	0.001874661267
765	0.001862816341
766	0.001851221934
767	0.001848440192
768	0.001838561556
769	0.001823866979
770	0.001818214676
771	0.001810270719
772	0.001807248343
773	0.001789010126
774	0.001772342198
775	0.001753388656
776	0.001746946005
777	0.001731309034
778	0.001716470471
779	0.001701266916
780	0.001697713398
781	0.00168952803
782	0.001681264636
783	0.001676181896
784	0.001668898088
785	0.001658015857
786	0.001650660299
787	0.001648544983
788	0.001633583294
789	0.001623185759
790	0.001607620582
791	0.001599223942
792	0.001588050481
793	0.001571881132
794	0.001564862229
795	0.00155914446
796	0.001554373311
797	0.001545289947
798	0.001540758077
799	0.001536378652
800	0.001526358202
801	0.001514367947
802	0.001494056207
803	0.001482643372
804	0.001478261487
805	0.001463199563
806	0.001453169319
807	0.001451876384
808	0.001439870375
809	0.001438736119
810	0.001427116267
811	0.001415231618
812	0.001405740103
813	0.00139250358
814	0.00138647479
815	0.001376030842
816	0.001373860326
817	0.00137168186
818	0.00137060886
819	0.001365254085
820	0.001360147039
821	0.00134824294
822	0.001335317133
823	0.001333195452
824	0.001328213977
825	0.001326679052
826	0.001321307088
827	0.001312994305
828	0.001306605534
829	0.001303353911
830	0.001294732343
831	0.001291608719
832	0.001286818593
833	0.001271181843
834	0.001260407286
835	0.001256524179
836	0.00125203331
837	0.001248424269
838	0.001245321498
839	0.00123793079
840	0.001231451529
841	0.001220964829
842	0.001216906643
843	0.001207559809
844	0.001203723265
845	0.001202795656
846	0.001194644212
847	0.001193527341
848	0.00118806317
849	0.001176769122
850	0.001166182601
851	0.00116496074
852	0.001160776823
853	0.001155868183
854	0.001147003991
855	0.001143182723
856	0.001134626896
857	0.001134009678
858	0.001127922693
859	0.001123980907
860	0.001113044022
861	0.001112372423
862	0.001104914122
863	0.00110170204
864	0.001092757452
865	0.001085175581
866	0.001079981656
867	0.00107344495
868	0.00106782375
869	0.001060347628
870	0.001055368934
871	0.001051027777
872	0.001046923191
873	0.001027418793
874	0.001016134079
875	0.001008323661
876	0.001005162729
877	0.001002247128
878	0.0009983690551
879	0.000996748123
880	0.0009936361543
881	0.0009920325301
882	0.0009858638566
883	0.000977490021
884	0.0009767826129
885	0.0009713648599
886	0.0009592824814
887	0.0009548844306
888	0.0009427252805
889	0.0009397103357
890	0.0009382271454
891	0.0009353106339
892	0.0009334892161
893	0.0009324040585
894	0.0009269470277
895	0.0009242090675
896	0.0009145158978
897	0.0009109641185
898	0.0009026265438
899	0.0009004349669
900	0.0008949484625
901	0.0008903653523
902	0.0008834950538
903	0.0008770407181
904	0.0008683079887
905	0.0008637610634
906	0.0008589312276
907	0.0008569127957
908	0.0008526537462
909	0.0008488927796
910	0.0008480934968
911	0.0008475563908
912	0.0008452338352
913	0.0008399124557
914	0.0008330478068
915	0.0008311503231
916	0.0008234482805
917	0.0008191938171
918	0.000817184098
919	0.0008130069805
920	0.0008093546859
921	0.0008049166543
922	0.0008002559873
923	0.0007997726325
924	0.0007912125784
925	0.0007870419546
926	0.0007863903234
927	0.0007780246316
928	0.0007775261386
929	0.0007716179182
930	0.0007668393998
931	0.0007648875028
932	0.0007642320272
933	0.0007594228969
934	0.0007590051613
935	0.0007586428151
936	0.0007581705678
937	0.0007529756876
938	0.0007461271285
939	0.0007420688836
940	0.0007405308634
941	0.0007372951286
942	0.000734954627
943	0.0007318979656
944	0.0007264378519
945	0.0007221969225
946	0.0007208576302
947	0.0007203151445
948	0.0007127996847
949	0.0007123171369
950	0.0007119412729
951	0.0007051253517
952	0.0007028770153
953	0.0006983998955
954	0.0006954461767
955	0.0006901640886
956	0.0006896130634
957	0.0006871502931
958	0.0006867607284
959	0.0006813112048
960	0.0006786272893
961	0.0006762699618
962	0.0006752713661
963	0.0006724524654
964	0.0006673770561
965	0.000660121587
966	0.0006579396272
967	0.0006542507141
968	0.0006463983161
969	0.000645290472
970	0.000645006805
971	0.0006386045498
972	0.0006375407099
973	0.000636495716
974	0.0006317253347
975	0.0006300127077
976	0.0006263761598
977	0.0006229795946
978	0.000621591596
979	0.0006161526409
980	0.0006114418799
981	0.0006083957965
982	0.000606956986
983	0.0006040867231
984	0.0006017090999
985	0.0005963381565
986	0.0005960317737
987	0.0005944234516
988	0.000594081615
989	0.0005893121488
990	0.0005830586862
991	0.000578417022
992	0.0005757427506
993	0.0005754895006
994	0.0005738088974
995	0.0005730001739
996	0.0005674527626
997	0.0005630337977
998	0.0005627336367
999	0.0005618645474
